PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
24.96,49.69,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,61.0,Satisfactory
26.55,26.19,8.77,14.07,19.12,26.59,0.85,6.7,27.49,0.02,0.52,71.0,Satisfactory
29.23,94.58,5.35,32.53,19.56,74.39,0.95,3.37,40.8,0.0,0.18,81.0,Satisfactory
42.99,58.32,9.48,53.65,29.28,,0.98,4.06,49.01,2.7,2.85,74.0,Satisfactory
17.01,27.28,0.93,2.92,2.11,1.6,0.92,9.53,36.96,,,59.0,Satisfactory
39.12,62.5,14.7,21.75,20.19,8.78,0.67,3.03,17.28,0.76,5.99,87.0,Satisfactory
20.35,33.97,7.76,20.64,24.75,26.98,1.36,2.59,7.77,1.02,1.9,85.0,Satisfactory
36.08,52.25,15.77,56.9,72.67,32.36,0.73,5.14,23.41,5.46,12.17,75.0,Satisfactory
33.76,,5.04,12.3,,,1.26,4.72,19.63,2.5,3.61,76.0,Satisfactory
30.66,93.25,31.34,16.42,33.89,38.17,0.77,13.33,25.78,5.12,2.14,94.0,Satisfactory
17.26,38.61,41.49,5.62,46.81,8.74,1.53,27.6,1.15,0.0,,81.0,Satisfactory
49.47,,6.39,10.3,8.68,,0.08,3.5,31.69,0.03,0.03,82.0,Satisfactory
47.33,80.15,11.26,7.59,13.85,,0.61,10.8,10.68,3.82,3.91,81.0,Satisfactory
14.3,52.99,17.55,11.91,29.1,8.75,0.51,10.39,14.79,1.09,,65.0,Satisfactory
24.73,55.39,8.58,28.49,17.21,24.05,0.6,5.66,28.31,1.38,1.78,80.0,Satisfactory
22.5,63.77,5.78,19.96,14.55,20.92,0.26,7.71,13.86,0.66,4.44,52.0,Satisfactory
23.21,42.75,2.9,13.19,9.36,2.66,1.01,5.79,34.32,,,67.0,Satisfactory
40.1,85.11,8.83,32.79,28.28,33.59,0.48,6.71,31.34,0.44,3.01,99.0,Satisfactory
27.85,,12.09,25.05,20.45,36.46,1.27,6.31,17.05,1.45,2.34,81.0,Satisfactory
22.24,30.83,12.11,16.56,28.67,33.46,1.1,9.17,15.45,0.03,0.27,60.0,Satisfactory
48.38,,10.32,16.23,16.23,15.72,1.07,5.57,40.95,1.05,2.03,99.0,Satisfactory
23.87,,4.56,12.5,8.55,,0.0,4.82,19.55,0.0,0.0,55.0,Satisfactory
31.21,87.96,1.01,4.94,12.15,2.63,1.09,3.95,38.65,,,76.0,Satisfactory
42.86,107.14,11.16,11.51,21.67,30.36,0.52,7.06,24.61,2.21,3.67,87.0,Satisfactory
14.54,42.14,1.66,9.51,6.48,17.14,0.42,12.11,45.73,,,78.0,Satisfactory
34.99,73.18,4.35,17.43,2.31,40.31,0.41,3.13,23.74,,,71.0,Satisfactory
29.52,,7.05,11.35,18.01,3.84,1.06,6.08,9.33,0.13,0.28,73.0,Satisfactory
36.11,,10.32,14.55,6.24,,1.81,5.51,17.84,0.53,0.13,96.0,Satisfactory
26.15,45.89,39.0,7.48,40.1,7.13,1.21,17.05,1.34,,0.0,64.0,Satisfactory
39.42,,19.12,39.13,32.55,31.71,0.73,5.11,30.79,1.45,2.35,77.0,Satisfactory
21.39,51.57,4.76,19.89,13.88,9.06,0.86,2.8,20.34,0.54,3.23,76.0,Satisfactory
30.43,76.29,9.9,33.1,25.65,5.35,0.11,7.39,23.15,4.61,11.32,64.0,Satisfactory
48.5,,11.75,25.61,20.47,46.55,0.86,5.65,44.79,1.36,2.23,70.0,Satisfactory
33.08,40.8,7.38,12.03,19.42,2.95,1.77,10.22,29.95,0.01,0.12,95.0,Satisfactory
34.96,63.17,8.73,36.57,22.57,26.87,0.71,3.59,19.28,0.01,0.09,64.0,Satisfactory
32.08,56.14,4.79,46.63,51.42,13.55,0.95,11.74,28.77,1.65,6.94,63.0,Satisfactory
42.36,,21.27,19.48,27.27,,0.52,6.71,6.67,2.69,,70.0,Satisfactory
23.29,44.2,6.38,22.64,15.39,9.34,0.36,5.39,24.22,0.88,6.72,58.0,Satisfactory
42.72,80.8,10.7,38.22,36.73,17.55,0.97,8.75,34.36,0.77,4.01,94.0,Satisfactory
29.88,55.3,4.31,15.62,11.81,16.82,0.63,14.09,35.92,0.41,1.34,63.0,Satisfactory
38.35,,5.68,10.3,8.15,,0.0,4.55,37.9,0.03,0.03,74.0,Satisfactory
18.86,40.47,7.74,10.96,24.46,6.13,0.49,11.36,17.67,0.15,,87.0,Satisfactory
,,,,,,,,,,,91.0,Satisfactory
29.44,,6.49,7.97,9.31,11.42,1.02,5.27,49.16,10.45,6.21,64.0,Satisfactory
28.81,104.97,4.62,33.25,19.43,75.86,1.04,6.48,46.48,0.0,0.24,88.0,Satisfactory
21.75,50.58,13.42,10.49,23.87,9.41,0.68,8.25,11.7,1.81,1.11,60.0,Satisfactory
29.71,112.53,2.98,44.77,24.69,10.51,0.85,10.64,21.94,4.5,18.1,93.0,Satisfactory
45.62,51.92,1.8,43.21,45.02,,0.9,2.5,44.86,0.02,0.0,84.0,Satisfactory
32.61,91.42,11.81,36.09,28.8,7.27,0.51,10.45,11.48,4.88,12.9,81.0,Satisfactory
42.53,,14.7,24.14,21.94,39.14,0.84,6.03,33.92,0.0,0.28,84.0,Satisfactory
18.99,37.99,27.5,15.18,23.45,12.0,1.6,17.11,,0.0,,95.0,Satisfactory
48.46,76.41,11.78,36.96,46.1,16.14,1.21,9.41,28.02,2.37,5.97,93.0,Satisfactory
41.23,,3.63,7.37,6.92,,0.43,1.75,,,,60.0,Satisfactory
20.07,53.61,21.9,15.51,28.38,6.77,0.61,4.49,23.19,1.55,6.39,62.0,Satisfactory
68.01,,20.97,19.66,23.85,86.07,0.73,9.8,6.88,0.06,0.06,76.0,Satisfactory
16.94,41.09,12.94,25.28,23.96,47.43,0.95,8.08,31.66,,,77.0,Satisfactory
16.61,50.99,77.76,21.03,81.57,13.37,1.46,11.71,1.18,,0.0,100.0,Satisfactory
13.62,28.94,,,0.0,,0.0,,,0.0,,99.0,Satisfactory
36.49,,6.83,7.85,9.3,11.69,1.01,5.34,54.11,19.92,5.19,78.0,Satisfactory
32.25,62.49,3.76,27.46,17.34,14.76,0.44,6.13,28.19,1.06,7.74,65.0,Satisfactory
57.59,97.74,17.03,12.49,41.34,2.45,0.88,18.9,18.28,0.0,,83.0,Satisfactory
54.1,82.51,10.36,16.2,26.41,10.61,0.67,,19.14,5.12,2.2,82.0,Satisfactory
52.59,91.55,1.64,15.59,9.61,5.51,1.12,5.89,47.42,,,90.0,Satisfactory
33.54,40.38,4.27,12.16,15.99,53.89,0.55,19.3,28.97,2.94,0.03,55.0,Satisfactory
52.68,96.98,3.25,16.16,19.35,6.73,0.52,1.64,27.0,5.33,11.85,93.0,Satisfactory
39.54,,6.82,38.33,14.06,,0.54,12.44,62.02,1.9,37.59,83.0,Satisfactory
26.2,57.9,6.25,25.04,26.56,32.85,0.52,4.2,59.07,0.42,5.96,100.0,Satisfactory
36.76,72.29,3.22,19.38,22.55,7.16,0.51,2.58,23.85,2.84,8.45,66.0,Satisfactory
14.8,36.43,4.83,20.19,21.5,12.11,0.67,4.46,37.89,0.8,2.26,66.0,Satisfactory
45.92,,7.92,13.27,20.26,22.31,1.08,5.04,34.69,0.17,0.07,79.0,Satisfactory
20.86,69.05,13.17,23.91,32.48,14.74,0.74,6.73,16.31,0.23,0.81,62.0,Satisfactory
57.33,93.83,22.06,49.45,7.32,26.91,0.25,13.93,27.81,0.02,0.31,96.0,Satisfactory
35.77,68.55,2.71,14.79,10.0,2.83,1.12,5.78,38.39,,,70.0,Satisfactory
49.49,,3.23,9.04,8.96,,0.06,4.59,24.36,0.1,0.0,83.0,Satisfactory
34.81,93.24,10.36,17.77,,10.52,0.69,4.37,7.46,1.4,1.44,92.0,Satisfactory
40.39,79.62,4.9,27.81,32.7,21.9,0.44,3.16,19.95,4.14,8.53,66.0,Satisfactory
6.55,,6.22,5.65,11.52,30.45,0.7,4.57,38.1,0.29,0.0,68.0,Satisfactory
,57.83,3.99,16.94,17.16,,0.67,3.42,,0.0,0.33,65.0,Satisfactory
37.55,77.52,3.12,12.2,15.27,5.43,0.45,2.49,24.22,3.62,11.01,83.0,Satisfactory
30.08,82.39,10.04,38.24,28.5,10.28,0.47,25.43,17.19,4.23,10.35,91.0,Satisfactory
23.14,56.4,5.84,21.54,24.17,11.9,0.72,3.95,23.02,0.52,1.47,58.0,Satisfactory
35.37,94.07,10.95,26.88,31.15,12.5,0.74,6.52,19.06,0.31,1.66,90.0,Satisfactory
11.71,35.91,7.89,16.97,19.84,17.04,0.83,6.07,17.5,0.82,2.21,66.0,Satisfactory
22.59,32.44,4.24,11.14,15.35,24.31,0.92,6.3,54.32,0.54,2.57,96.0,Satisfactory
12.59,18.89,,38.04,32.87,1.49,1.02,5.79,14.03,0.0,0.0,53.0,Satisfactory
27.65,61.09,11.23,28.51,31.1,12.28,1.05,6.73,30.3,0.68,32.27,69.0,Satisfactory
37.34,84.86,6.64,17.18,14.42,29.55,0.61,8.07,15.63,5.3,0.2,88.0,Satisfactory
39.63,85.85,6.61,33.83,22.06,14.36,0.45,5.14,24.63,2.19,17.12,79.0,Satisfactory
19.35,62.16,2.99,16.68,9.42,10.32,0.37,8.56,23.02,0.23,1.82,68.0,Satisfactory
9.45,30.3,2.92,5.9,5.5,2.09,1.42,5.57,30.22,,,84.0,Satisfactory
24.77,,8.76,25.44,22.45,,0.57,5.5,16.21,0.23,,75.0,Satisfactory
32.85,,10.07,30.06,23.35,29.59,0.92,7.26,15.08,0.35,0.53,94.0,Satisfactory
36.92,95.71,13.39,34.8,6.17,38.42,0.55,4.92,21.69,0.47,1.31,88.0,Satisfactory
45.96,,9.82,15.41,25.22,18.84,0.81,5.26,43.52,0.0,1.07,86.0,Satisfactory
40.86,60.82,5.88,7.95,8.77,5.26,1.5,6.32,37.02,,,93.0,Satisfactory
21.86,49.71,21.28,42.23,39.76,11.7,0.48,6.46,7.68,3.7,15.56,76.0,Satisfactory
7.35,18.12,3.22,6.38,6.1,6.23,0.46,11.57,21.64,0.22,0.5,66.0,Satisfactory
,42.61,10.61,14.9,16.55,16.9,0.84,11.9,25.72,0.01,0.06,57.0,Satisfactory
60.23,82.57,13.29,10.91,23.27,9.46,1.17,20.53,25.56,2.18,1.11,87.0,Satisfactory
35.36,,5.95,11.02,16.96,1.67,1.13,6.21,18.63,0.02,0.2,78.0,Satisfactory
23.94,36.68,9.58,7.75,17.34,20.73,1.44,9.55,13.29,0.02,0.0,79.0,Satisfactory
30.17,45.71,1.94,9.8,6.78,4.21,1.31,4.07,7.76,,,77.0,Satisfactory
54.27,95.76,8.16,18.51,6.8,16.75,0.0,16.03,49.86,1.96,0.82,88.0,Satisfactory
46.3,,4.27,17.44,12.6,34.95,1.01,6.72,27.87,12.12,7.4,77.0,Satisfactory
13.26,23.79,,36.68,31.17,0.29,1.01,5.54,16.14,0.0,0.0,52.0,Satisfactory
15.93,32.7,1.43,20.53,12.15,5.4,0.43,16.53,42.92,0.11,1.04,53.0,Satisfactory
39.57,80.31,4.86,25.62,27.1,11.31,0.96,8.25,50.73,0.37,1.43,95.0,Satisfactory
46.55,93.05,17.99,51.27,68.73,5.0,0.87,11.2,7.16,6.89,2.25,80.0,Satisfactory
59.24,71.88,5.24,35.39,20.95,,1.06,3.12,41.2,0.47,1.02,90.0,Satisfactory
22.19,,8.11,18.21,17.51,29.6,1.1,4.21,25.75,1.35,4.24,63.0,Satisfactory
35.46,,11.53,23.85,19.43,49.08,0.86,6.8,48.23,1.46,2.36,81.0,Satisfactory
47.0,80.22,7.34,23.76,17.04,7.97,0.58,15.44,39.05,0.0,,72.0,Satisfactory
14.93,34.46,6.92,12.82,16.24,10.29,0.67,6.08,52.17,0.0,0.66,89.0,Satisfactory
58.33,86.3,8.79,9.73,18.51,4.63,0.0,13.08,5.7,1.08,,96.0,Satisfactory
23.45,,5.88,9.83,8.64,10.15,2.11,1.86,9.66,20.87,2.47,71.0,Satisfactory
23.32,32.12,2.51,12.38,13.21,13.62,0.73,5.83,48.84,0.25,5.16,65.0,Satisfactory
25.94,75.83,7.42,30.57,21.82,27.35,0.37,8.72,15.29,2.03,6.69,85.0,Satisfactory
34.71,90.12,,,0.0,,0.63,6.83,15.55,0.0,,76.0,Satisfactory
23.25,50.92,11.74,22.84,27.09,14.15,1.03,5.46,19.8,0.82,38.94,75.0,Satisfactory
50.94,,6.76,10.78,15.77,69.97,0.71,4.1,27.66,3.48,11.29,71.0,Satisfactory
9.7,15.05,2.01,6.78,5.23,4.23,0.92,2.93,7.89,,,57.0,Satisfactory
44.28,,9.26,21.66,18.93,10.57,0.93,8.93,31.33,0.21,3.2,86.0,Satisfactory
36.65,88.55,10.34,21.14,28.3,46.56,0.72,11.59,27.36,0.81,4.29,80.0,Satisfactory
19.95,38.86,27.75,2.36,27.92,,1.64,19.74,0.74,,0.0,84.0,Satisfactory
35.33,84.31,16.95,44.35,34.22,12.06,0.84,5.07,25.24,4.87,9.37,81.0,Satisfactory
40.51,99.45,0.71,16.93,9.55,3.35,0.51,14.62,54.63,0.14,1.55,99.0,Satisfactory
30.21,52.13,13.19,24.24,33.47,14.5,0.66,10.92,15.95,0.53,9.48,60.0,Satisfactory
11.3,27.28,2.93,9.86,7.58,2.8,1.13,5.2,36.9,,,88.0,Satisfactory
40.81,84.5,19.68,25.09,44.63,13.88,0.83,13.26,16.87,5.47,,97.0,Satisfactory
44.53,70.41,7.0,20.72,23.14,8.17,0.86,4.36,50.41,,,82.0,Satisfactory
5.6,12.17,2.27,14.58,9.6,9.96,0.51,18.82,42.45,0.11,1.63,53.0,Satisfactory
34.1,101.56,2.42,30.02,,16.23,0.62,9.28,25.1,0.0,0.16,95.0,Satisfactory
42.41,122.45,5.65,30.17,19.56,14.39,0.52,9.4,33.8,2.55,19.63,93.0,Satisfactory
60.84,111.14,8.89,9.11,,6.32,,4.92,43.44,,,100.0,Satisfactory
40.42,68.57,11.58,26.8,23.62,10.18,1.49,9.03,40.43,,,92.0,Satisfactory
35.63,92.7,2.79,30.32,18.23,15.16,0.61,5.33,46.52,0.86,4.29,86.0,Satisfactory
13.48,52.14,37.16,13.09,50.76,,1.82,21.62,21.85,0.29,,95.0,Satisfactory
18.69,75.86,2.76,21.06,13.59,10.77,0.11,7.19,24.62,2.03,3.31,74.0,Satisfactory
12.48,24.47,2.82,6.03,5.38,2.9,1.03,3.92,8.3,,,62.0,Satisfactory
13.37,21.02,5.0,6.13,9.38,5.66,0.42,5.17,42.84,,,56.0,Satisfactory
51.27,60.05,3.01,0.88,4.62,24.44,0.49,5.63,8.62,49.66,50.11,70.0,Satisfactory
45.11,,16.78,26.67,,,1.25,3.35,12.65,0.5,1.53,80.0,Satisfactory
40.22,75.69,5.22,26.37,15.47,12.44,0.61,6.79,20.03,0.98,7.62,71.0,Satisfactory
8.29,13.8,16.37,4.2,17.81,1.83,1.12,68.67,45.6,0.0,,94.0,Satisfactory
24.5,,5.86,9.42,15.28,,0.68,6.0,15.04,0.14,0.99,90.0,Satisfactory
19.03,49.62,23.91,30.55,41.59,23.55,0.83,7.87,11.82,0.39,2.78,74.0,Satisfactory
35.2,,12.3,15.35,27.64,106.45,0.99,17.81,22.85,0.0,0.65,85.0,Satisfactory
33.39,47.36,10.21,10.43,20.35,11.87,0.6,6.75,38.56,1.74,1.8,88.0,Satisfactory
25.69,42.83,11.6,3.55,15.12,1.56,1.28,35.28,14.81,0.0,,88.0,Satisfactory
24.22,48.4,4.92,10.9,13.06,8.74,0.39,6.07,40.49,2.23,12.85,67.0,Satisfactory
7.38,23.73,7.42,12.26,6.26,5.71,0.14,3.67,39.37,0.0,0.3,83.0,Satisfactory
18.36,50.84,3.13,14.26,15.24,7.84,0.8,6.19,38.88,0.3,1.52,72.0,Satisfactory
16.11,67.7,1.09,9.92,6.24,11.48,0.35,8.21,76.78,,,96.0,Satisfactory
33.89,81.23,7.43,24.45,25.03,16.03,1.01,4.29,38.96,0.78,2.4,96.0,Satisfactory
31.88,59.15,17.1,17.66,33.61,77.64,0.54,13.18,24.11,0.32,0.54,77.0,Satisfactory
,71.22,24.3,11.72,,8.52,1.45,16.65,16.96,,,99.0,Satisfactory
17.07,76.72,28.86,9.62,38.49,,1.36,15.93,23.81,0.16,,71.0,Satisfactory
26.51,59.18,8.06,24.82,28.07,28.67,0.78,7.47,21.71,0.44,2.28,62.0,Satisfactory
33.08,49.17,5.5,11.08,16.35,39.86,0.77,16.07,36.16,0.77,0.0,75.0,Satisfactory
14.13,,4.3,5.39,9.36,26.85,0.73,4.43,50.88,0.28,0.0,71.0,Satisfactory
14.14,48.48,22.15,11.07,31.18,5.56,0.28,14.07,19.82,2.2,,66.0,Satisfactory
28.96,,9.09,9.68,18.53,,0.65,9.04,23.61,0.88,4.25,100.0,Satisfactory
31.41,67.29,9.24,10.37,12.03,,0.45,10.72,26.52,1.98,6.0,73.0,Satisfactory
20.05,79.5,4.17,13.54,10.69,9.77,0.65,10.35,34.29,0.02,1.12,76.0,Satisfactory
49.87,,9.38,20.72,16.3,81.33,0.81,6.18,19.22,0.0,2.52,87.0,Satisfactory
19.52,32.59,6.56,27.15,24.08,41.15,1.06,12.3,47.23,2.42,3.46,95.0,Satisfactory
22.11,45.3,2.05,3.5,5.26,3.39,1.26,3.57,,0.05,0.08,68.0,Satisfactory
26.69,28.72,1.0,73.74,74.75,,0.66,6.12,19.43,0.0,0.03,97.0,Satisfactory
26.31,79.69,2.96,4.43,9.78,24.84,0.45,14.61,45.71,3.41,0.23,91.0,Satisfactory
39.71,,7.13,13.64,20.76,,0.76,4.99,35.56,0.14,0.08,88.0,Satisfactory
26.31,49.89,4.44,30.0,12.86,24.8,0.25,3.38,19.1,0.82,0.36,58.0,Satisfactory
37.34,86.46,9.1,23.96,25.68,16.35,0.82,4.98,46.25,0.67,2.01,87.0,Satisfactory
22.29,61.44,5.68,13.96,10.94,9.85,0.36,9.63,22.08,0.34,1.91,68.0,Satisfactory
30.35,39.84,2.9,0.21,3.75,23.37,0.29,8.25,10.87,0.08,0.47,54.0,Satisfactory
30.06,74.16,14.76,33.18,29.88,6.71,0.11,7.37,10.66,3.18,7.75,68.0,Satisfactory
24.46,39.4,8.65,28.28,26.66,14.09,0.71,3.39,46.65,0.69,2.45,92.0,Satisfactory
14.54,36.56,7.11,,6.4,26.9,1.97,2.84,,0.04,0.09,100.0,Satisfactory
22.43,1.63,5.78,4.38,9.79,51.89,0.65,5.04,37.16,0.57,0.21,58.0,Satisfactory
56.33,,4.27,13.49,5.98,,0.5,2.83,39.74,,,91.0,Satisfactory
14.03,60.49,25.71,10.11,35.83,,1.41,12.41,26.22,0.11,,75.0,Satisfactory
32.22,57.98,16.81,25.1,28.9,38.33,0.89,9.27,18.6,1.26,25.4,90.0,Satisfactory
17.62,52.25,27.17,14.41,40.88,13.22,0.66,8.76,8.22,2.01,,68.0,Satisfactory
16.91,66.3,33.32,19.55,52.88,,1.72,22.44,21.67,0.53,,94.0,Satisfactory
31.4,,1.92,15.33,8.96,21.44,,1.77,23.72,1.5,7.21,56.0,Satisfactory
10.27,19.92,7.38,13.77,6.37,3.71,0.06,13.08,34.23,0.19,1.7,56.0,Satisfactory
27.56,99.6,10.77,18.53,,10.76,0.7,7.13,6.47,1.95,1.34,97.0,Satisfactory
30.22,76.78,4.34,15.25,17.25,22.76,0.63,12.68,42.95,1.08,0.77,85.0,Satisfactory
40.64,63.97,8.88,27.46,,16.51,0.0,2.64,16.77,,,76.0,Satisfactory
28.37,54.46,7.83,10.35,10.24,9.36,0.97,6.45,30.78,,,64.0,Satisfactory
23.24,50.97,32.94,6.3,36.78,7.95,1.82,37.34,2.25,0.0,,89.0,Satisfactory
10.46,21.13,75.43,2.15,61.73,3.74,0.85,16.61,1.36,,0.0,73.0,Satisfactory
8.61,32.05,18.5,10.09,28.59,7.1,1.56,37.65,1.56,0.0,,83.0,Satisfactory
33.94,68.49,9.05,22.05,17.67,16.43,0.46,4.69,23.97,1.65,6.78,77.0,Satisfactory
18.4,,7.44,14.22,,,1.23,4.29,13.79,0.66,2.15,64.0,Satisfactory
,85.78,17.65,25.08,43.72,18.52,0.0,6.11,18.43,13.02,1.16,96.0,Satisfactory
33.6,64.61,1.3,3.14,3.27,2.43,1.54,3.43,,0.57,1.19,98.0,Satisfactory
28.46,,13.53,21.67,19.86,71.63,0.86,6.2,24.94,0.0,0.25,64.0,Satisfactory
,,,,,,,,,,,88.0,Satisfactory
21.5,51.15,2.17,19.43,11.85,11.74,0.45,8.83,12.81,2.14,8.35,57.0,Satisfactory
38.65,81.47,3.7,26.76,14.75,,0.36,22.03,54.24,5.84,34.58,95.0,Satisfactory
31.49,,10.3,15.04,18.98,29.07,1.54,14.18,19.44,,,79.0,Satisfactory
23.11,55.16,2.26,12.06,8.65,39.82,1.87,2.16,8.4,2.05,,98.0,Satisfactory
68.82,,5.17,14.49,19.66,,1.29,2.01,25.75,0.24,0.95,91.0,Satisfactory
32.36,55.29,17.81,10.18,25.52,14.76,0.3,7.66,16.87,3.19,1.08,73.0,Satisfactory
54.78,127.45,27.83,13.64,29.01,42.26,0.96,6.46,8.95,7.74,0.44,93.0,Satisfactory
14.23,35.43,1.83,5.36,4.33,,0.99,5.05,7.59,,,60.0,Satisfactory
21.99,46.12,10.88,16.14,27.02,6.09,1.34,12.55,24.31,0.58,1.88,86.0,Satisfactory
15.52,41.94,6.5,16.03,13.27,20.52,0.83,7.49,22.36,0.49,2.74,52.0,Satisfactory
28.62,63.74,9.43,29.94,29.6,15.16,0.84,5.96,31.81,0.81,27.87,73.0,Satisfactory
16.92,53.81,3.32,17.85,9.95,10.29,0.42,5.76,17.91,0.35,3.5,65.0,Satisfactory
26.82,52.51,3.63,7.68,7.14,11.54,0.69,13.63,23.6,0.0,1.27,53.0,Satisfactory
20.1,48.43,1.8,8.85,6.14,,0.96,4.86,15.6,,,61.0,Satisfactory
16.3,,3.54,11.54,,,1.09,4.69,29.27,0.38,,72.0,Satisfactory
40.01,,5.96,10.07,,,0.51,3.74,18.22,0.01,1.46,79.0,Satisfactory
18.54,44.9,6.3,21.39,22.49,13.29,0.71,4.33,32.56,0.87,2.76,65.0,Satisfactory
29.43,,7.07,7.92,9.59,11.8,1.06,5.08,49.52,15.74,3.9,71.0,Satisfactory
37.81,,2.12,11.21,7.62,34.3,1.01,6.0,26.78,31.82,4.17,67.0,Satisfactory
44.84,46.73,12.04,37.02,28.5,26.84,0.85,3.36,15.6,0.01,0.14,65.0,Satisfactory
44.77,,2.19,13.74,8.89,31.81,1.0,6.54,23.39,9.76,2.69,74.0,Satisfactory
42.77,57.84,0.75,2.44,1.09,2.48,0.33,7.37,45.61,0.33,0.04,96.0,Satisfactory
11.72,,3.96,5.17,8.67,28.94,0.72,4.85,48.61,0.18,0.0,76.0,Satisfactory
57.49,80.09,8.06,23.95,,11.87,0.0,2.29,24.66,,,90.0,Satisfactory
19.14,42.58,2.89,8.14,6.69,1.84,1.04,6.02,27.58,,,67.0,Satisfactory
44.95,91.3,8.82,12.82,20.32,10.57,1.06,4.95,25.76,0.92,5.59,100.0,Satisfactory
15.09,29.91,26.82,21.0,46.26,21.13,1.19,11.06,8.69,4.25,,86.0,Satisfactory
12.38,45.97,32.6,14.13,46.54,,1.58,16.05,24.38,0.23,,81.0,Satisfactory
17.34,,5.26,22.13,14.1,18.55,2.06,3.08,12.14,5.66,2.25,70.0,Satisfactory
15.67,29.75,6.37,3.55,5.29,3.43,1.45,3.64,,0.03,0.04,75.0,Satisfactory
87.16,110.57,11.34,18.99,38.95,10.46,0.84,17.26,39.13,19.37,,92.0,Satisfactory
48.17,,0.65,8.0,8.55,,0.65,18.99,7.97,1.23,4.74,93.0,Satisfactory
26.08,38.26,9.18,7.94,17.12,21.85,1.48,8.83,15.24,0.02,0.0,78.0,Satisfactory
21.67,46.6,4.62,26.15,30.76,11.21,1.1,5.85,15.0,1.53,6.68,60.0,Satisfactory
31.04,69.43,11.09,13.84,17.12,,0.56,2.45,33.67,0.0,0.0,58.0,Satisfactory
38.84,113.42,4.49,27.43,47.05,,1.05,3.59,54.78,0.0,0.77,98.0,Satisfactory
22.57,67.03,22.38,23.46,45.81,,1.3,21.3,37.26,0.32,,77.0,Satisfactory
41.62,60.15,16.56,50.7,28.34,25.08,0.76,,27.78,0.25,0.35,94.0,Satisfactory
39.0,,7.65,26.62,23.46,28.84,1.33,4.54,13.89,0.09,0.1,92.0,Satisfactory
20.0,49.38,16.77,10.29,7.77,40.64,0.57,5.09,39.25,4.51,,91.0,Satisfactory
33.11,,9.6,23.38,20.06,26.91,0.69,6.69,44.21,0.06,0.04,88.0,Satisfactory
23.31,99.74,4.32,32.25,17.81,60.26,0.93,12.74,42.53,0.01,0.02,87.0,Satisfactory
17.66,,,,36.88,,1.07,27.29,52.91,0.42,,77.0,Satisfactory
10.78,27.38,6.78,12.06,5.95,18.71,0.16,4.3,31.84,0.24,4.0,93.0,Satisfactory
44.33,,2.81,9.79,6.71,,0.02,5.23,38.56,0.07,0.0,71.0,Satisfactory
30.55,51.67,3.55,42.36,45.91,17.79,0.84,5.9,32.05,1.87,7.28,92.0,Satisfactory
38.37,77.76,9.33,21.41,21.17,30.48,1.02,11.28,25.92,1.59,19.18,86.0,Satisfactory
27.95,96.17,26.94,39.08,42.69,9.47,0.86,5.18,13.08,2.69,5.31,80.0,Satisfactory
,55.92,8.49,40.18,0.0,,0.4,3.09,22.77,0.9,0.57,68.0,Satisfactory
26.72,67.98,7.36,7.13,9.55,,1.54,14.11,29.66,2.01,5.99,83.0,Satisfactory
40.41,72.97,7.5,26.24,19.03,10.16,0.98,2.96,19.73,0.77,5.0,82.0,Satisfactory
24.27,,14.32,20.42,39.73,,0.27,3.5,1.9,0.04,0.32,69.0,Satisfactory
39.77,59.85,1.03,3.11,1.31,3.2,0.29,5.22,54.05,455.03,454.12,71.0,Satisfactory
31.46,84.57,5.28,35.11,23.23,20.01,0.8,4.88,47.55,0.91,4.38,88.0,Satisfactory
43.91,43.65,11.74,29.33,32.78,55.4,1.52,3.44,14.8,1.53,3.59,90.0,Satisfactory
13.96,36.69,26.05,10.21,33.45,25.69,0.47,5.19,24.44,,,61.0,Satisfactory
24.85,69.0,6.67,26.78,0.0,23.65,0.41,3.65,11.46,0.68,0.58,66.0,Satisfactory
27.03,51.05,8.47,19.63,24.39,44.21,0.7,9.74,29.76,0.4,3.64,68.0,Satisfactory
23.51,56.45,6.72,21.98,16.13,11.94,0.44,3.83,26.87,1.37,9.49,56.0,Satisfactory
16.72,38.05,6.98,23.87,24.68,29.99,0.53,11.5,38.27,0.19,3.39,54.0,Satisfactory
37.83,,7.37,22.88,16.55,233.86,0.68,15.38,19.64,0.21,1.14,87.0,Satisfactory
44.28,,27.56,62.4,34.55,,0.99,44.84,38.21,2.6,40.5,92.0,Satisfactory
21.05,60.98,3.05,14.05,15.16,8.26,0.77,7.51,30.1,0.26,0.85,76.0,Satisfactory
21.32,38.5,12.55,33.71,29.75,29.56,0.87,10.42,33.52,1.47,14.94,82.0,Satisfactory
44.87,108.44,3.27,14.86,21.28,12.0,0.29,13.06,18.75,0.14,,84.0,Satisfactory
28.63,90.7,12.54,9.03,21.57,7.76,0.69,3.71,26.84,4.03,1.32,91.0,Satisfactory
34.91,61.3,5.38,27.6,16.34,9.07,0.56,3.6,24.66,0.65,5.53,67.0,Satisfactory
36.67,72.46,0.93,5.46,3.63,3.58,0.66,3.83,64.88,,,99.0,Satisfactory
25.01,47.59,3.95,22.53,12.46,11.76,0.51,5.48,25.02,0.67,9.42,65.0,Satisfactory
48.6,,38.47,64.0,10.31,31.22,0.0,,,0.16,0.0,95.0,Satisfactory
